# Matter correlation function
# Engine: CLASS
# Cosmology: Planck15
# Redshift: z = 1.
# Transformed: True
# Transformer: nbodykit.cosmology.correlation
# Transform options: extrap=True
# [0] r, [1] xi
8.278692195e-01 2.355649589e+00
8.316007277e-01 2.347700439e+00
8.353490551e-01 2.339310073e+00
8.391142775e-01 2.330409555e+00
8.428964712e-01 2.321215982e+00
8.466957127e-01 2.312118083e+00
8.505120786e-01 2.303466035e+00
8.543456464e-01 2.295377874e+00
8.581964934e-01 2.287671305e+00
8.620646976e-01 2.279962147e+00
8.659503372e-01 2.271879270e+00
8.698534908e-01 2.263276144e+00
8.737742373e-01 2.254317864e+00
8.777126561e-01 2.245388852e+00
8.816688268e-01 2.236870707e+00
8.856428293e-01 2.228916869e+00
8.896347441e-01 2.221358809e+00
8.936446520e-01 2.213803217e+00
8.976726339e-01 2.205867547e+00
9.017187715e-01 2.197413424e+00
9.057831464e-01 2.188634784e+00
9.098658410e-01 2.179941120e+00
9.139669378e-01 2.171703722e+00
9.180865197e-01 2.164020609e+00
9.222246701e-01 2.156651101e+00
9.263814726e-01 2.149166307e+00
9.305570113e-01 2.141224887e+00
9.347513707e-01 2.132796819e+00
9.389646356e-01 2.124186857e+00
9.431968913e-01 2.115835694e+00
9.474482232e-01 2.108026394e+00
9.517187175e-01 2.100691150e+00
9.560084604e-01 2.093453649e+00
9.603175388e-01 2.085883965e+00
9.646460397e-01 2.077796015e+00
9.689940508e-01 2.069380148e+00
9.733616599e-01 2.061073362e+00
9.777489555e-01 2.053251306e+00
9.821560262e-01 2.045958499e+00
9.865829611e-01 2.038872252e+00
9.910298499e-01 2.031533898e+00
9.954967824e-01 2.023684187e+00
9.999838491e-01 2.015457789e+00
1.004491141e+00 2.007286803e+00
1.009018748e+00 1.999578512e+00
1.013566763e+00 1.992405355e+00
1.018135278e+00 1.985445855e+00
1.022724384e+00 1.978228544e+00
1.027334175e+00 1.970497882e+00
1.031964745e+00 1.962417241e+00
1.036616186e+00 1.954444151e+00
1.041288593e+00 1.946967688e+00
1.045982060e+00 1.939994364e+00
1.050696682e+00 1.933138482e+00
1.055432554e+00 1.925934026e+00
1.060189773e+00 1.918218582e+00
1.064968435e+00 1.910272035e+00
1.069768635e+00 1.902586021e+00
1.074590472e+00 1.895449932e+00
1.079434043e+00 1.888701409e+00
1.084299445e+00 1.881861475e+00
1.089186778e+00 1.874546829e+00
1.094096140e+00 1.866806571e+00
1.099027629e+00 1.859083222e+00
1.103981347e+00 1.851823143e+00
1.108957393e+00 1.845075803e+00
1.113955868e+00 1.838444987e+00
1.118976873e+00 1.831445401e+00
1.124020509e+00 1.823948277e+00
1.129086879e+00 1.816304289e+00
1.134176085e+00 1.809020760e+00
1.139288230e+00 1.802284763e+00
1.144423417e+00 1.795782140e+00
1.149581750e+00 1.788993215e+00
1.154763334e+00 1.781692956e+00
1.159968273e+00 1.774172990e+00
1.165196672e+00 1.766960582e+00
1.170448638e+00 1.760298704e+00
1.175724277e+00 1.753900748e+00
1.181023694e+00 1.747233425e+00
1.186346998e+00 1.740055550e+00
1.191694296e+00 1.732667477e+00
1.197065696e+00 1.725606888e+00
1.202461308e+00 1.719091898e+00
1.207881239e+00 1.712789411e+00
1.213325599e+00 1.706161430e+00
1.218794500e+00 1.699036294e+00
1.224288051e+00 1.691796402e+00
1.229806363e+00 1.684969776e+00
1.235349548e+00 1.678654987e+00
1.240917718e+00 1.672408690e+00
1.246510987e+00 1.665731862e+00
1.252129466e+00 1.658627346e+00
1.257773269e+00 1.651601222e+00
1.263442512e+00 1.645092797e+00
1.269137307e+00 1.638970629e+00
1.274857771e+00 1.632679006e+00
1.280604020e+00 1.625880404e+00
1.286376168e+00 1.618853615e+00
1.292174334e+00 1.612169623e+00
1.297998635e+00 1.606013938e+00
1.303849187e+00 1.599959918e+00
1.309726111e+00 1.593479920e+00
1.315629523e+00 1.586588191e+00
1.321559545e+00 1.579828440e+00
1.327516295e+00 1.573604172e+00
1.333499895e+00 1.567673212e+00
1.339510464e+00 1.561446752e+00
1.345548126e+00 1.554734067e+00
1.351613001e+00 1.547989934e+00
1.357705214e+00 1.541733873e+00
1.363824885e+00 1.535875044e+00
1.369972141e+00 1.529826067e+00
1.376147104e+00 1.523274169e+00
1.382349901e+00 1.516600032e+00
1.388580655e+00 1.510372881e+00
1.394839494e+00 1.504582691e+00
1.401126544e+00 1.498648653e+00
1.407441931e+00 1.492212020e+00
1.413785785e+00 1.485634191e+00
1.420158232e+00 1.479498909e+00
1.426559403e+00 1.473793430e+00
1.432989426e+00 1.467921788e+00
1.439448431e+00 1.461550380e+00
1.445936549e+00 1.455090130e+00
1.452453912e+00 1.449106666e+00
1.459000651e+00 1.443495541e+00
1.465576898e+00 1.437630328e+00
1.472182787e+00 1.431287754e+00
1.478818451e+00 1.424984344e+00
1.485484025e+00 1.419204497e+00
1.492179642e+00 1.413664858e+00
1.498905440e+00 1.407741830e+00
1.505661552e+00 1.401429540e+00
1.512448117e+00 1.395353849e+00
1.519265272e+00 1.389797823e+00
1.526113154e+00 1.384253163e+00
1.532991902e+00 1.378221264e+00
1.539901655e+00 1.372011297e+00
1.546842552e+00 1.366247425e+00
1.553814735e+00 1.360857435e+00
1.560818344e+00 1.355185618e+00
1.567853521e+00 1.349069897e+00
1.574920408e+00 1.343114288e+00
1.582019148e+00 1.337683616e+00
1.589149885e+00 1.332286475e+00
1.596312762e+00 1.326404189e+00
1.603507925e+00 1.320377883e+00
1.610735519e+00 1.314826438e+00
1.617995691e+00 1.309573319e+00
1.625288587e+00 1.303950327e+00
1.632614355e+00 1.297971651e+00
1.639973142e+00 1.292313290e+00
1.647365099e+00 1.287108151e+00
1.654790373e+00 1.281703391e+00
1.662249116e+00 1.275839771e+00
1.669741478e+00 1.270128098e+00
1.677267611e+00 1.264929771e+00
1.684827667e+00 1.259685318e+00
1.692421799e+00 1.253953553e+00
1.700050161e+00 1.248242436e+00
1.707712906e+00 1.243051825e+00
1.715410190e+00 1.237919718e+00
1.723142169e+00 1.232304503e+00
1.730908998e+00 1.226633152e+00
1.738710836e+00 1.221473813e+00
1.746547839e+00 1.216421266e+00
1.754420166e+00 1.210892695e+00
1.762327977e+00 1.205287554e+00
1.770271431e+00 1.200191248e+00
1.778250689e+00 1.195194057e+00
1.786265913e+00 1.189719112e+00
1.794317264e+00 1.184203159e+00
1.802404905e+00 1.179200444e+00
1.810529001e+00 1.174232562e+00
1.818689715e+00 1.168783701e+00
1.826887212e+00 1.163386692e+00
1.835121658e+00 1.158497741e+00
1.843393219e+00 1.153522536e+00
1.851702064e+00 1.148088751e+00
1.860048360e+00 1.142852852e+00
1.868432275e+00 1.138073718e+00
1.876853980e+00 1.133043476e+00
1.885313645e+00 1.127646646e+00
1.893811440e+00 1.122619309e+00
1.902347538e+00 1.117904382e+00
1.910922111e+00 1.112777685e+00
1.919535333e+00 1.107487933e+00
1.928187378e+00 1.102692273e+00
1.936878421e+00 1.097946774e+00
1.945608638e+00 1.092730417e+00
1.954378204e+00 1.087657956e+00
1.963187299e+00 1.083042231e+00
1.972036099e+00 1.078154799e+00
1.980924784e+00 1.072953530e+00
1.989853534e+00 1.068184666e+00
1.998822528e+00 1.063589524e+00
2.007831950e+00 1.058528255e+00
2.016881980e+00 1.053538618e+00
2.025972801e+00 1.049019039e+00
2.035104599e+00 1.044245191e+00
2.044277557e+00 1.039166832e+00
2.053491860e+00 1.034534742e+00
2.062747696e+00 1.030013029e+00
2.072045251e+00 1.025028126e+00
2.081384714e+00 1.020228956e+00
2.090766273e+00 1.015825466e+00
2.100190118e+00 1.011046443e+00
2.109656440e+00 1.006139949e+00
2.119165430e+00 1.001726025e+00
2.128717280e+00 9.971686908e-01
2.138312185e+00 9.922555721e-01
2.147950337e+00 9.877628294e-01
2.157631931e+00 9.833790872e-01
2.167357164e+00 9.785435457e-01
2.177126232e+00 9.739633552e-01
2.186939333e+00 9.696882153e-01
2.196796665e+00 9.649742310e-01
2.206698428e+00 9.603338981e-01
2.216644822e+00 9.561145825e-01
2.226636048e+00 9.515309995e-01
2.236672307e+00 9.468671877e-01
2.246753804e+00 9.426746129e-01
2.256880742e+00 9.382078938e-01
2.267053325e+00 9.335525764e-01
2.277271761e+00 9.293777571e-01
2.287536254e+00 9.250059825e-01
2.297847013e+00 9.203800965e-01
2.308204246e+00 9.162286226e-01
2.318608164e+00 9.119275205e-01
2.329058975e+00 9.073438370e-01
2.339556893e+00 9.032276793e-01
2.350102128e+00 8.989746704e-01
2.360694894e+00 8.944406635e-01
2.371335406e+00 8.903744423e-01
2.382023878e+00 8.861468284e-01
2.392760527e+00 8.816715848e-01
2.403545571e+00 8.776662993e-01
2.414379226e+00 8.734424651e-01
2.425261713e+00 8.690398315e-01
2.436193251e+00 8.650995580e-01
2.447174061e+00 8.608586212e-01
2.458204366e+00 8.565523537e-01
2.469284388e+00 8.526659139e-01
2.480414353e+00 8.483956697e-01
2.491594484e+00 8.442160691e-01
2.502825008e+00 8.403533079e-01
2.514106152e+00 8.360591782e-01
2.525438144e+00 8.320357269e-01
2.536821213e+00 8.281450063e-01
2.548255591e+00 8.238659019e-01
2.559741507e+00 8.200039025e-01
2.571279194e+00 8.160293732e-01
2.582868886e+00 8.118396046e-01
2.594510817e+00 8.080965147e-01
2.606205222e+00 8.040108730e-01
2.617952339e+00 8.000010562e-01
2.629752403e+00 7.962724804e-01
2.641605655e+00 7.921260848e-01
2.653512334e+00 7.883398415e-01
2.665472681e+00 7.845015094e-01
2.677486937e+00 7.804323436e-01
2.689555346e+00 7.767990521e-01
2.701678152e+00 7.728025431e-01
2.713855599e+00 7.689649030e-01
2.726087935e+00 7.652958962e-01
2.738375406e+00 7.612663160e-01
2.750718262e+00 7.576692466e-01
2.763116751e+00 7.538119569e-01
2.775571124e+00 7.499828731e-01
2.788081635e+00 7.464151420e-01
2.800648534e+00 7.424575896e-01
2.813272077e+00 7.389136018e-01
2.825952519e+00 7.351388390e-01
2.838690117e+00 7.313822899e-01
2.851485127e+00 7.278717470e-01
2.864337809e+00 7.239909010e-01
2.877248423e+00 7.205309877e-01
2.890217230e+00 7.167835450e-01
2.903244491e+00 7.131568207e-01
2.916330472e+00 7.096579236e-01
2.929475436e+00 7.058744505e-01
2.942679648e+00 7.025037578e-01
2.955943377e+00 6.987503698e-01
2.969266891e+00 6.953087908e-01
2.982650458e+00 6.917465265e-01
2.996094350e+00 6.881439457e-01
3.009598839e+00 6.847796607e-01
3.023164197e+00 6.810836759e-01
3.036790700e+00 6.777976114e-01
3.050478621e+00 6.741501416e-01
3.064228240e+00 6.708065919e-01
3.078039833e+00 6.673139739e-01
3.091913679e+00 6.638489949e-01
3.105850060e+00 6.605283956e-01
3.119849258e+00 6.569668248e-01
3.133911555e+00 6.537608045e-01
3.148037236e+00 6.501795409e-01
3.162226586e+00 6.470040523e-01
3.176479893e+00 6.434827388e-01
3.190797445e+00 6.402702065e-01
3.205179532e+00 6.368589516e-01
3.219626443e+00 6.335780408e-01
3.234138473e+00 6.302895942e-01
3.248715913e+00 6.269431663e-01
3.263359059e+00 6.237620179e-01
3.278068207e+00 6.203738934e-01
3.292843654e+00 6.172710657e-01
3.307685700e+00 6.138716840e-01
3.322594644e+00 6.108172660e-01
3.337570789e+00 6.074336961e-01
3.352614436e+00 6.044040565e-01
3.367725890e+00 6.010554278e-01
3.382905458e+00 5.980355030e-01
3.398153445e+00 5.947325225e-01
3.413470160e+00 5.917149898e-01
3.428855913e+00 5.884616208e-01
3.444311016e+00 5.854447574e-01
3.459835780e+00 5.822405196e-01
3.475430520e+00 5.792259579e-01
3.491095552e+00 5.760679788e-01
3.506831191e+00 5.730589274e-01
3.522637757e+00 5.699434173e-01
3.538515568e+00 5.669434886e-01
3.554464947e+00 5.638666339e-01
3.570486215e+00 5.608791929e-01
3.586579697e+00 5.578376060e-01
3.602745718e+00 5.548654843e-01
3.618984605e+00 5.518563622e-01
3.635296687e+00 5.489017928e-01
3.651682294e+00 5.459229159e-01
3.668141756e+00 5.429875806e-01
3.684675407e+00 5.400372374e-01
3.701283581e+00 5.371223579e-01
3.717966614e+00 5.341992463e-01
3.734724844e+00 5.313056830e-01
3.751558609e+00 5.284088160e-01
3.768468251e+00 5.255371565e-01
3.785454110e+00 5.226657818e-01
3.802516530e+00 5.198164129e-01
3.819655857e+00 5.169699498e-01
3.836872438e+00 5.141431118e-01
3.854166619e+00 5.113211034e-01
3.871538752e+00 5.085169327e-01
3.888989187e+00 5.057190109e-01
3.906518278e+00 5.029375688e-01
3.924126379e+00 5.001634287e-01
3.941813846e+00 4.974047236e-01
3.959581037e+00 4.946541062e-01
3.977428311e+00 4.919181086e-01
3.995356029e+00 4.891907872e-01
4.013364554e+00 4.864774407e-01
4.031454250e+00 4.837732125e-01
4.049625483e+00 4.810824410e-01
4.067878620e+00 4.784011207e-01
4.086214031e+00 4.757328348e-01
4.104632086e+00 4.730742498e-01
4.123133158e+00 4.704283498e-01
4.141717621e+00 4.677923375e-01
4.160385851e+00 4.651687165e-01
4.179138225e+00 4.625551216e-01
4.197975123e+00 4.599536680e-01
4.216896926e+00 4.573623409e-01
4.235904017e+00 4.547829391e-01
4.254996779e+00 4.522137350e-01
4.274175600e+00 4.496562673e-01
4.293440866e+00 4.471090451e-01
4.312792968e+00 4.445733922e-01
4.332232297e+00 4.420480141e-01
4.351759246e+00 4.395340555e-01
4.371374210e+00 4.370303863e-01
4.391077586e+00 4.345380010e-01
4.410869772e+00 4.320559080e-01
4.430751168e+00 4.295849751e-01
4.450722178e+00 4.271243277e-01
4.470783204e+00 4.246747259e-01
4.490934652e+00 4.222353956e-01
4.511176931e+00 4.198070046e-01
4.531510448e+00 4.173888644e-01
4.551935617e+00 4.149815642e-01
4.572452848e+00 4.125844891e-01
4.593062559e+00 4.101981603e-01
4.613765165e+00 4.078220267e-01
4.634561085e+00 4.054565511e-01
4.655450740e+00 4.031012371e-01
4.676434552e+00 4.007564967e-01
4.697512946e+00 3.984218819e-01
4.718686348e+00 3.960977601e-01
4.739955186e+00 3.937837255e-01
4.761319891e+00 3.914801065e-01
4.782780894e+00 3.891865346e-01
4.804338630e+00 3.869033037e-01
4.825993534e+00 3.846300781e-01
4.847746045e+00 3.823671216e-01
4.869596602e+00 3.801141273e-01
4.891545648e+00 3.778713324e-01
4.913593626e+00 3.756384558e-01
4.935740982e+00 3.734157109e-01
4.957988164e+00 3.712028393e-01
4.980335623e+00 3.690000334e-01
5.002783810e+00 3.668070554e-01
5.025333179e+00 3.646240788e-01
5.047984186e+00 3.624508841e-01
5.070737289e+00 3.602876279e-01
5.093592949e+00 3.581341070e-01
5.116551628e+00 3.559904630e-01
5.139613790e+00 3.538565073e-01
5.162779901e+00 3.517323683e-01
5.186050431e+00 3.496178703e-01
5.209425849e+00 3.475131296e-01
5.232906629e+00 3.454179825e-01
5.256493245e+00 3.433325341e-01
5.280186175e+00 3.412566316e-01
5.303985898e+00 3.391903700e-01
5.327892894e+00 3.371336066e-01
5.351907648e+00 3.350864271e-01
5.376030645e+00 3.330486975e-01
5.400262374e+00 3.310204954e-01
5.424603323e+00 3.290016949e-01
5.449053986e+00 3.269923662e-01
5.473614857e+00 3.249923904e-01
5.498286433e+00 3.230018309e-01
5.523069213e+00 3.210205755e-01
5.547963698e+00 3.190486814e-01
5.572970391e+00 3.170860424e-01
5.598089799e+00 3.151327098e-01
5.623322429e+00 3.131885830e-01
5.648668791e+00 3.112537081e-01
5.674129399e+00 3.093279893e-01
5.699704767e+00 3.074114679e-01
5.725395412e+00 3.055040528e-01
5.751201855e+00 3.036057805e-01
5.777124617e+00 3.017165644e-01
5.803164222e+00 2.998364367e-01
5.829321197e+00 2.979653145e-01
5.855596071e+00 2.961032262e-01
5.881989375e+00 2.942500926e-01
5.908501644e+00 2.924059381e-01
5.935133413e+00 2.905706870e-01
5.961885221e+00 2.887443604e-01
5.988757609e+00 2.869268851e-01
6.015751121e+00 2.851182795e-01
6.042866303e+00 2.833184730e-01
6.070103702e+00 2.815274809e-01
6.097463871e+00 2.797452352e-01
6.124947362e+00 2.779717484e-01
6.152554730e+00 2.762069550e-01
6.180286536e+00 2.744508646e-01
6.208143338e+00 2.727034140e-01
6.236125702e+00 2.709646104e-01
6.264234192e+00 2.692343924e-01
6.292469377e+00 2.675127651e-01
6.320831829e+00 2.657996687e-01
6.349322120e+00 2.640951064e-01
6.377940828e+00 2.623990199e-01
6.406688530e+00 2.607114105e-01
6.435565809e+00 2.590322214e-01
6.464573248e+00 2.573614521e-01
6.493711435e+00 2.556990472e-01
6.522980957e+00 2.540450044e-01
6.552382409e+00 2.523992698e-01
6.581916383e+00 2.507618393e-01
6.611583477e+00 2.491326604e-01
6.641384292e+00 2.475117275e-01
6.671319431e+00 2.458989891e-01
6.701389497e+00 2.442944385e-01
6.731595101e+00 2.426980251e-01
6.761936852e+00 2.411097409e-01
6.792415364e+00 2.395295365e-01
6.823031255e+00 2.379574026e-01
6.853785142e+00 2.363932909e-01
6.884677648e+00 2.348371910e-01
6.915709398e+00 2.332890556e-01
6.946881019e+00 2.317488732e-01
6.978193142e+00 2.302165975e-01
7.009646401e+00 2.286922161e-01
7.041241430e+00 2.271756837e-01
7.072978870e+00 2.256669870e-01
7.104859362e+00 2.241660815e-01
7.136883552e+00 2.226729533e-01
7.169052085e+00 2.211875588e-01
7.201365615e+00 2.197098835e-01
7.233824792e+00 2.182398845e-01
7.266430276e+00 2.167775467e-01
7.299182724e+00 2.153228282e-01
7.332082799e+00 2.138757134e-01
7.365131167e+00 2.124361611e-01
7.398328496e+00 2.110041554e-01
7.431675457e+00 2.095796560e-01
7.465172726e+00 2.081626463e-01
7.498820978e+00 2.067530872e-01
7.532620896e+00 2.053509617e-01
7.566573162e+00 2.039562312e-01
7.600678464e+00 2.025688788e-01
7.634937490e+00 2.011888668e-01
7.669350934e+00 1.998161778e-01
7.703919493e+00 1.984507747e-01
7.738643864e+00 1.970926405e-01
7.773524751e+00 1.957417386e-01
7.808562858e+00 1.943980518e-01
7.843758895e+00 1.930615444e-01
7.879113574e+00 1.917321989e-01
7.914627609e+00 1.904099805e-01
7.950301718e+00 1.890948716e-01
7.986136624e+00 1.877868382e-01
8.022133051e+00 1.864858625e-01
8.058291727e+00 1.851919112e-01
8.094613383e+00 1.839049666e-01
8.131098754e+00 1.826249959e-01
8.167748578e+00 1.813519814e-01
8.204563596e+00 1.800858909e-01
8.241544552e+00 1.788267067e-01
8.278692196e+00 1.775743972e-01
8.316007277e+00 1.763289446e-01
8.353490551e+00 1.750903180e-01
8.391142775e+00 1.738584993e-01
8.428964712e+00 1.726334582e-01
8.466957127e+00 1.714151765e-01
8.505120787e+00 1.702036244e-01
8.543456464e+00 1.689987837e-01
8.581964934e+00 1.678006247e-01
8.620646976e+00 1.666091293e-01
8.659503372e+00 1.654242682e-01
8.698534908e+00 1.642460231e-01
8.737742374e+00 1.630743649e-01
8.777126561e+00 1.619092752e-01
8.816688268e+00 1.607507251e-01
8.856428293e+00 1.595986961e-01
8.896347442e+00 1.584531595e-01
8.936446520e+00 1.573140965e-01
8.976726340e+00 1.561814786e-01
9.017187715e+00 1.550552867e-01
9.057831465e+00 1.539354924e-01
9.098658410e+00 1.528220764e-01
9.139669378e+00 1.517150104e-01
9.180865197e+00 1.506142747e-01
9.222246701e+00 1.495198411e-01
9.263814726e+00 1.484316896e-01
9.305570113e+00 1.473497921e-01
9.347513707e+00 1.462741281e-01
9.389646357e+00 1.452046694e-01
9.431968913e+00 1.441413955e-01
9.474482232e+00 1.430842782e-01
9.517187175e+00 1.420332963e-01
9.560084604e+00 1.409884217e-01
9.603175388e+00 1.399496332e-01
9.646460397e+00 1.389169024e-01
9.689940508e+00 1.378902077e-01
9.733616600e+00 1.368695210e-01
9.777489555e+00 1.358548202e-01
9.821560262e+00 1.348460772e-01
9.865829612e+00 1.338432697e-01
9.910298499e+00 1.328463697e-01
9.954967825e+00 1.318553547e-01
9.999838491e+00 1.308701966e-01
1.004491141e+01 1.298908727e-01
1.009018748e+01 1.289173553e-01
1.013566763e+01 1.279496213e-01
1.018135278e+01 1.269876429e-01
1.022724384e+01 1.260313977e-01
1.027334176e+01 1.250808573e-01
1.031964745e+01 1.241359995e-01
1.036616186e+01 1.231967964e-01
1.041288593e+01 1.222632253e-01
1.045982060e+01 1.213352590e-01
1.050696682e+01 1.204128748e-01
1.055432554e+01 1.194960458e-01
1.060189773e+01 1.185847491e-01
1.064968435e+01 1.176789581e-01
1.069768636e+01 1.167786506e-01
1.074590472e+01 1.158838005e-01
1.079434043e+01 1.149943850e-01
1.084299446e+01 1.141103785e-01
1.089186778e+01 1.132317592e-01
1.094096140e+01 1.123585013e-01
1.099027629e+01 1.114905834e-01
1.103981347e+01 1.106279801e-01
1.108957393e+01 1.097706702e-01
1.113955868e+01 1.089186289e-01
1.118976873e+01 1.080718351e-01
1.124020510e+01 1.072302645e-01
1.129086879e+01 1.063938965e-01
1.134176085e+01 1.055627069e-01
1.139288230e+01 1.047366752e-01
1.144423417e+01 1.039157780e-01
1.149581750e+01 1.030999948e-01
1.154763334e+01 1.022893024e-01
1.159968273e+01 1.014836809e-01
1.165196672e+01 1.006831072e-01
1.170448638e+01 9.988756123e-02
1.175724277e+01 9.909702036e-02
1.181023694e+01 9.831146500e-02
1.186346998e+01 9.753087234e-02
1.191694296e+01 9.675522273e-02
1.197065696e+01 9.598449378e-02
1.202461308e+01 9.521866556e-02
1.207881239e+01 9.445771604e-02
1.213325599e+01 9.370162538e-02
1.218794500e+01 9.295037102e-02
1.224288051e+01 9.220393331e-02
1.229806363e+01 9.146228995e-02
1.235349548e+01 9.072542087e-02
1.240917718e+01 8.999330371e-02
1.246510987e+01 8.926591814e-02
1.252129466e+01 8.854324195e-02
1.257773269e+01 8.782525476e-02
1.263442512e+01 8.711193373e-02
1.269137307e+01 8.640325868e-02
1.274857771e+01 8.569920666e-02
1.280604020e+01 8.499975693e-02
1.286376168e+01 8.430488692e-02
1.292174334e+01 8.361457547e-02
1.297998635e+01 8.292879968e-02
1.303849187e+01 8.224753873e-02
1.309726111e+01 8.157076933e-02
1.315629523e+01 8.089847064e-02
1.321559545e+01 8.023061936e-02
1.327516295e+01 7.956719450e-02
1.333499895e+01 7.890817290e-02
1.339510464e+01 7.825353356e-02
1.345548126e+01 7.760325332e-02
1.351613001e+01 7.695731124e-02
1.357705214e+01 7.631568431e-02
1.363824886e+01 7.567835172e-02
1.369972141e+01 7.504529089e-02
1.376147105e+01 7.441648078e-02
1.382349901e+01 7.379189929e-02
1.388580655e+01 7.317152571e-02
1.394839494e+01 7.255533797e-02
1.401126544e+01 7.194331575e-02
1.407441931e+01 7.133543752e-02
1.413785785e+01 7.073168302e-02
1.420158232e+01 7.013203119e-02
1.426559403e+01 6.953646211e-02
1.432989426e+01 6.894495501e-02
1.439448431e+01 6.835749053e-02
1.445936549e+01 6.777404810e-02
1.452453912e+01 6.719460859e-02
1.459000651e+01 6.661915191e-02
1.465576898e+01 6.604765932e-02
1.472182787e+01 6.548011088e-02
1.478818451e+01 6.491648812e-02
1.485484025e+01 6.435677139e-02
1.492179642e+01 6.380094253e-02
1.498905440e+01 6.324898192e-02
1.505661552e+01 6.270087164e-02
1.512448117e+01 6.215659224e-02
1.519265272e+01 6.161612563e-02
1.526113154e+01 6.107945270e-02
1.532991902e+01 6.054655530e-02
1.539901655e+01 6.001741425e-02
1.546842552e+01 5.949201146e-02
1.553814735e+01 5.897032756e-02
1.560818344e+01 5.845234437e-02
1.567853521e+01 5.793804252e-02
