# Matter correlation function
# Engine: CLASS
# Cosmology: Planck15
# Redshift: z = 1.
# Transformed: True
# Transformer: nbodykit.cosmology.correlation
# Transform options: extrap=True
# [0] r, [1] xi
1.861075032e+00 1.142390143e+00
1.877889928e+00 1.132267912e+00
1.894856748e+00 1.122108923e+00
1.911976864e+00 1.112097028e+00
1.929251661e+00 1.102082561e+00
1.946682536e+00 1.092187188e+00
1.964270900e+00 1.082310909e+00
1.982018175e+00 1.072535667e+00
1.999925799e+00 1.062793314e+00
2.017995218e+00 1.053140173e+00
2.036227895e+00 1.043528785e+00
2.054625305e+00 1.033998702e+00
2.073188937e+00 1.024516126e+00
2.091920292e+00 1.015109426e+00
2.110820886e+00 1.005754007e+00
2.129892247e+00 9.964706305e-01
2.149135919e+00 9.872410215e-01
2.168553459e+00 9.780806643e-01
2.188146436e+00 9.689757142e-01
2.207916438e+00 9.599379175e-01
2.227865062e+00 9.509565974e-01
2.247993922e+00 9.420408015e-01
2.268304648e+00 9.331821606e-01
2.288798882e+00 9.243877385e-01
2.309478283e+00 9.156508757e-01
2.330344523e+00 9.069771532e-01
2.351399290e+00 8.983611985e-01
2.372644288e+00 8.898074669e-01
2.394081236e+00 8.813115691e-01
2.415711867e+00 8.728770935e-01
2.437537932e+00 8.645004116e-01
2.459561196e+00 8.561844353e-01
2.481783442e+00 8.479261323e-01
2.504206467e+00 8.397278802e-01
2.526832085e+00 8.315871187e-01
2.549662126e+00 8.235057987e-01
2.572698437e+00 8.154817373e-01
2.595942883e+00 8.075165414e-01
2.619397343e+00 7.996083323e-01
2.643063716e+00 7.917584368e-01
2.666943915e+00 7.839652237e-01
2.691039873e+00 7.762297895e-01
2.715353539e+00 7.685507055e-01
2.739886880e+00 7.609288778e-01
2.764641881e+00 7.533630444e-01
2.789620544e+00 7.458539525e-01
2.814824891e+00 7.384004784e-01
2.840256960e+00 7.310032355e-01
2.865918809e+00 7.236612154e-01
2.891812514e+00 7.163749183e-01
2.917940170e+00 7.091434325e-01
2.944303890e+00 7.019671615e-01
2.970905807e+00 6.948452751e-01
2.997748075e+00 6.877780940e-01
3.024832863e+00 6.807648566e-01
3.052162364e+00 6.738058127e-01
3.079738787e+00 6.669002587e-01
3.107564365e+00 6.600483826e-01
3.135641349e+00 6.532495306e-01
3.163972009e+00 6.465038370e-01
3.192558638e+00 6.398106906e-01
3.221403548e+00 6.331701787e-01
3.250509074e+00 6.265817264e-01
3.279877569e+00 6.200453804e-01
3.309511410e+00 6.135605970e-01
3.339412994e+00 6.071273868e-01
3.369584740e+00 6.007452336e-01
3.400029089e+00 5.944141162e-01
3.430748505e+00 5.881335421e-01
3.461745471e+00 5.819034627e-01
3.493022497e+00 5.757234060e-01
3.524582112e+00 5.695932991e-01
3.556426869e+00 5.635126884e-01
3.588559345e+00 5.574814796e-01
3.620982140e+00 5.514992356e-01
3.653697876e+00 5.455658434e-01
3.686709200e+00 5.396808807e-01
3.720018783e+00 5.338442183e-01
3.753629320e+00 5.280554474e-01
3.787543529e+00 5.223144246e-01
3.821764154e+00 5.166207538e-01
3.856293965e+00 5.109742794e-01
3.891135754e+00 5.053746170e-01
3.926292340e+00 4.998216008e-01
3.961766567e+00 4.943148574e-01
3.997561306e+00 4.888542126e-01
4.033679451e+00 4.834393033e-01
4.070123926e+00 4.780699485e-01
4.106897678e+00 4.727457954e-01
4.144003683e+00 4.674666572e-01
4.181444942e+00 4.622321910e-01
4.219224485e+00 4.570422061e-01
4.257345367e+00 4.518963689e-01
4.295810673e+00 4.467944858e-01
4.334623515e+00 4.417362328e-01
4.373787033e+00 4.367214141e-01
4.413304395e+00 4.317497150e-01
4.453178798e+00 4.268209388e-01
4.493413468e+00 4.219347800e-01
4.534011661e+00 4.170910415e-01
4.574976659e+00 4.122894267e-01
4.616311779e+00 4.075297393e-01
4.658020363e+00 4.028116910e-01
4.700105785e+00 3.981350865e-01
4.742571452e+00 3.934996462e-01
4.785420798e+00 3.889051759e-01
4.828657289e+00 3.843514040e-01
4.872284424e+00 3.798381381e-01
4.916305733e+00 3.753651142e-01
4.960724775e+00 3.709321414e-01
5.005545146e+00 3.665389629e-01
5.050770471e+00 3.621853895e-01
5.096404409e+00 3.578711710e-01
5.142450651e+00 3.535961193e-01
5.188912923e+00 3.493599904e-01
5.235794984e+00 3.451625972e-01
5.283100627e+00 3.410037006e-01
5.330833678e+00 3.368831146e-01
5.378997999e+00 3.328006042e-01
5.427597487e+00 3.287559834e-01
5.476636074e+00 3.247490209e-01
5.526117726e+00 3.207795303e-01
5.576046448e+00 3.168472826e-01
5.626426277e+00 3.129520906e-01
5.677261291e+00 3.090937269e-01
5.728555601e+00 3.052720025e-01
5.780313358e+00 3.014866909e-01
5.832538749e+00 2.977376008e-01
5.885235998e+00 2.940245057e-01
5.938409369e+00 2.903472113e-01
5.992063164e+00 2.867054905e-01
6.046201723e+00 2.830991455e-01
6.100829427e+00 2.795279477e-01
6.155950694e+00 2.759916958e-01
6.211569985e+00 2.724901592e-01
6.267691798e+00 2.690231326e-01
6.324320675e+00 2.655903834e-01
6.381461196e+00 2.621917021e-01
6.439117984e+00 2.588268539e-01
6.497295703e+00 2.554956254e-01
6.555999061e+00 2.521977794e-01
6.615232807e+00 2.489330992e-01
6.675001732e+00 2.457013456e-01
6.735310672e+00 2.425022988e-01
6.796164506e+00 2.393357183e-01
6.857568157e+00 2.362013817e-01
6.919526593e+00 2.330990480e-01
6.982044826e+00 2.300284933e-01
7.045127914e+00 2.269894765e-01
7.108780960e+00 2.239817734e-01
7.173009115e+00 2.210051439e-01
7.237817574e+00 2.180593642e-01
7.303211580e+00 2.151441963e-01
7.369196425e+00 2.122594180e-01
7.435777445e+00 2.094047943e-01
7.502960027e+00 2.065801056e-01
7.570749608e+00 2.037851208e-01
7.639151670e+00 2.010196238e-01
7.708171748e+00 1.982833883e-01
7.777815425e+00 1.955762022e-01
7.848088336e+00 1.928978446e-01
7.918996166e+00 1.902481081e-01
7.990544652e+00 1.876267771e-01
8.062739581e+00 1.850336493e-01
8.135586795e+00 1.824685146e-01
8.209092186e+00 1.799311754e-01
8.283261702e+00 1.774214269e-01
8.358101343e+00 1.749390757e-01
8.433617163e+00 1.724839216e-01
8.509815273e+00 1.700557749e-01
8.586701835e+00 1.676544389e-01
8.664283071e+00 1.652797266e-01
8.742565257e+00 1.629314439e-01
8.821554727e+00 1.606094053e-01
8.901257869e+00 1.583134179e-01
8.981681133e+00 1.560432965e-01
9.062831025e+00 1.537988485e-01
9.144714110e+00 1.515798877e-01
9.227337012e+00 1.493862204e-01
9.310706415e+00 1.472176586e-01
9.394829065e+00 1.450740067e-01
9.479711767e+00 1.429550741e-01
9.565361388e+00 1.408606628e-01
9.651784857e+00 1.387905794e-01
9.738989166e+00 1.367446232e-01
9.826981370e+00 1.347225980e-01
9.915768587e+00 1.327243011e-01
1.000535800e+01 1.307495338e-01
1.009575686e+01 1.287980922e-01
1.018697248e+01 1.268697764e-01
1.027901223e+01 1.249643819e-01
1.037188356e+01 1.230817093e-01
1.046559400e+01 1.212215550e-01
1.056015111e+01 1.193837212e-01
1.065556255e+01 1.175680070e-01
1.075183603e+01 1.157742175e-01
1.084897935e+01 1.140021558e-01
1.094700037e+01 1.122516314e-01
1.104590701e+01 1.105224524e-01
1.114570727e+01 1.088144334e-01
1.124640924e+01 1.071273882e-01
1.134802105e+01 1.054611367e-01
1.145055093e+01 1.038154984e-01
1.155400717e+01 1.021902986e-01
1.165839814e+01 1.005853614e-01
1.176373229e+01 9.900051637e-02
1.187001814e+01 9.743559166e-02
1.197726429e+01 9.589041955e-02
1.208547941e+01 9.436483041e-02
1.219467226e+01 9.285865777e-02
1.230485167e+01 9.137173250e-02
1.241602655e+01 8.990388773e-02
1.252820591e+01 8.845495335e-02
1.264139881e+01 8.702476075e-02
1.275561442e+01 8.561313778e-02
1.287086197e+01 8.421991340e-02
1.298715078e+01 8.284491303e-02
1.310449027e+01 8.148796324e-02
1.322288993e+01 8.014888751e-02
1.334235933e+01 7.882751082e-02
1.346290815e+01 7.752365591e-02
1.358454612e+01 7.623714772e-02
1.370728311e+01 7.496780998e-02
1.383112903e+01 7.371546946e-02
1.395609390e+01 7.247995278e-02
1.408218783e+01 7.126109043e-02
1.420942103e+01 7.005871360e-02
1.433780379e+01 6.887265785e-02
1.446734649e+01 6.770275995e-02
1.459805961e+01 6.654886110e-02
1.472995373e+01 6.541080371e-02
1.486303953e+01 6.428843419e-02
1.499732775e+01 6.318159961e-02
1.513282928e+01 6.209015019e-02
1.526955507e+01 6.101393596e-02
1.540751619e+01 5.995280894e-02
1.554672379e+01 5.890661998e-02
1.568718913e+01 5.787522085e-02
1.582892359e+01 5.685846131e-02
1.597193863e+01 5.585619137e-02
1.611624581e+01 5.486825864e-02
1.626185681e+01 5.389451079e-02
1.640878342e+01 5.293479340e-02
1.655703751e+01 5.198895256e-02
1.670663109e+01 5.105683312e-02
1.685757625e+01 5.013828140e-02
1.700988521e+01 4.923314368e-02
1.716357028e+01 4.834126888e-02
1.731864391e+01 4.746250706e-02
1.747511863e+01 4.659671182e-02
1.763300711e+01 4.574373870e-02
1.779232212e+01 4.490344710e-02
1.795307655e+01 4.407569843e-02
1.811528340e+01 4.326035755e-02
1.827895580e+01 4.245729065e-02
1.844410699e+01 4.166636629e-02
1.861075032e+01 4.088745317e-02
1.877889928e+01 4.012042104e-02
1.894856748e+01 3.936513858e-02
1.911976864e+01 3.862147442e-02
1.929251660e+01 3.788929539e-02
1.946682536e+01 3.716846792e-02
1.964270900e+01 3.645885675e-02
1.982018175e+01 3.576032675e-02
1.999925798e+01 3.507274206e-02
2.017995218e+01 3.439596813e-02
2.036227895e+01 3.372987110e-02
2.054625305e+01 3.307431971e-02
2.073188937e+01 3.242918461e-02
2.091920292e+01 3.179433978e-02
2.110820886e+01 3.116966149e-02
2.129892247e+01 3.055502914e-02
2.149135919e+01 2.995032372e-02
2.168553458e+01 2.935542826e-02
2.188146436e+01 2.877022595e-02
2.207916437e+01 2.819460050e-02
2.227865061e+01 2.762843451e-02
2.247993922e+01 2.707161001e-02
2.268304648e+01 2.652400742e-02
2.288798882e+01 2.598550665e-02
2.309478283e+01 2.545598674e-02
2.330344523e+01 2.493532740e-02
2.351399290e+01 2.442340902e-02
2.372644288e+01 2.392011430e-02
2.394081235e+01 2.342532813e-02
2.415711867e+01 2.293893876e-02
2.437537932e+01 2.246083711e-02
2.459561196e+01 2.199091722e-02
2.481783442e+01 2.152907489e-02
2.504206467e+01 2.107520765e-02
2.526832084e+01 2.062921312e-02
2.549662126e+01 2.019098900e-02
2.572698437e+01 1.976043189e-02
2.595942883e+01 1.933743779e-02
2.619397343e+01 1.892190177e-02
2.643063716e+01 1.851371920e-02
2.666943915e+01 1.811278594e-02
2.691039873e+01 1.771899991e-02
2.715353539e+01 1.733226116e-02
2.739886880e+01 1.695247291e-02
2.764641881e+01 1.657954092e-02
2.789620544e+01 1.621337359e-02
2.814824891e+01 1.585388058e-02
2.840256960e+01 1.550097228e-02
2.865918809e+01 1.515455838e-02
2.891812514e+01 1.481454761e-02
2.917940169e+01 1.448084707e-02
2.944303890e+01 1.415336293e-02
2.970905807e+01 1.383200072e-02
2.997748075e+01 1.351666681e-02
3.024832863e+01 1.320726893e-02
3.052162363e+01 1.290371739e-02
3.079738787e+01 1.260592496e-02
3.107564365e+01 1.231380695e-02
3.135641349e+01 1.202728013e-02
3.163972009e+01 1.174626209e-02
3.192558638e+01 1.147066989e-02
3.221403548e+01 1.120041990e-02
3.250509074e+01 1.093542736e-02
3.279877569e+01 1.067560738e-02
3.309511410e+01 1.042087563e-02
3.339412994e+01 1.017114988e-02
3.369584740e+01 9.926350601e-03
3.400029089e+01 9.686401700e-03
3.430748504e+01 9.451229884e-03
3.461745471e+01 9.220764055e-03
3.493022497e+01 8.994933727e-03
3.524582112e+01 8.773668190e-03
3.556426869e+01 8.556895563e-03
3.588559345e+01 8.344543136e-03
3.620982140e+01 8.136537849e-03
3.653697876e+01 7.932807651e-03
3.686709200e+01 7.733282252e-03
3.720018783e+01 7.537893821e-03
3.753629319e+01 7.346576399e-03
3.787543529e+01 7.159265136e-03
3.821764154e+01 6.975894728e-03
3.856293965e+01 6.796398589e-03
3.891135754e+01 6.620708315e-03
3.926292340e+01 6.448754516e-03
3.961766567e+01 6.280467894e-03
3.997561306e+01 6.115780997e-03
4.033679451e+01 5.954629059e-03
4.070123926e+01 5.796950363e-03
4.106897678e+01 5.642685348e-03
4.144003683e+01 5.491775549e-03
4.181444942e+01 5.344162376e-03
4.219224484e+01 5.199787013e-03
4.257345367e+01 5.058590919e-03
4.295810673e+01 4.920517290e-03
4.334623515e+01 4.785512103e-03
4.373787033e+01 4.653524680e-03
4.413304395e+01 4.524506723e-03
4.453178798e+01 4.398410876e-03
4.493413468e+01 4.275188792e-03
4.534011660e+01 4.154790338e-03
4.574976659e+01 4.037163652e-03
4.616311778e+01 3.922256496e-03
4.658020362e+01 3.810017450e-03
4.700105785e+01 3.700396643e-03
4.742571452e+01 3.593345065e-03
4.785420797e+01 3.488813408e-03
4.828657289e+01 3.386750822e-03
4.872284424e+01 3.287105069e-03
4.916305732e+01 3.189823771e-03
4.960724775e+01 3.094856597e-03
5.005545146e+01 3.002156666e-03
5.050770471e+01 2.911680824e-03
5.096404408e+01 2.823388294e-03
5.142450651e+01 2.737239160e-03
5.188912923e+01 2.653193417e-03
5.235794984e+01 2.571211606e-03
5.283100626e+01 2.491255960e-03
5.330833677e+01 2.413291216e-03
5.378997999e+01 2.337283689e-03
5.427597487e+01 2.263199253e-03
5.476636073e+01 2.191001162e-03
5.526117726e+01 2.120649537e-03
5.576046447e+01 2.052102456e-03
5.626426277e+01 1.985318002e-03
5.677261291e+01 1.920255244e-03
5.728555601e+01 1.856873845e-03
5.780313358e+01 1.795132764e-03
5.832538748e+01 1.734990075e-03
5.885235997e+01 1.676404371e-03
5.938409368e+01 1.619337251e-03
5.992063163e+01 1.563754581e-03
6.046201723e+01 1.509625688e-03
6.100829426e+01 1.456920948e-03
6.155950694e+01 1.405610082e-03
6.211569984e+01 1.355662125e-03
6.267691798e+01 1.307046519e-03
6.324320674e+01 1.259733063e-03
6.381461195e+01 1.213690069e-03
6.439117983e+01 1.168881863e-03
6.497295703e+01 1.125268254e-03
6.555999061e+01 1.082806437e-03
6.615232806e+01 1.041453780e-03
6.675001731e+01 1.001168875e-03
6.735310671e+01 9.619108758e-04
6.796164505e+01 9.236390650e-04
6.857568156e+01 8.863146349e-04
6.919526592e+01 8.499033458e-04
6.982044825e+01 8.143764840e-04
7.045127913e+01 7.797088373e-04
7.108780960e+01 7.458762303e-04
7.173009115e+01 7.128551672e-04
7.237817574e+01 6.806245468e-04
7.303211580e+01 6.491664548e-04
7.369196424e+01 6.184650188e-04
7.435777444e+01 5.885056130e-04
7.502960027e+01 5.592774643e-04
7.570749607e+01 5.307785476e-04
7.639151669e+01 5.030193388e-04
7.708171747e+01 4.760241024e-04
7.777815425e+01 4.498328820e-04
7.848088336e+01 4.245063956e-04
7.918996166e+01 4.001318441e-04
7.990544651e+01 3.768261187e-04
8.062739580e+01 3.547376950e-04
8.135586794e+01 3.340511215e-04
8.209092186e+01 3.149946028e-04
8.283261702e+01 2.978459431e-04
8.358101342e+01 2.829342709e-04
8.433617163e+01 2.706394984e-04
8.509815272e+01 2.613902678e-04
8.586701835e+01 2.556546237e-04
8.664283071e+01 2.539181550e-04
8.742565257e+01 2.566511072e-04
8.821554726e+01 2.642686029e-04
8.901257869e+01 2.770830109e-04
8.981681133e+01 2.952479967e-04
9.062831024e+01 3.187022009e-04
9.144714109e+01 3.471241317e-04
9.227337011e+01 3.799030702e-04
9.310706415e+01 4.161281969e-04
9.394829065e+01 4.546039147e-04
9.479711767e+01 4.938979655e-04
9.565361387e+01 5.324169623e-04
9.651784856e+01 5.684997065e-04
9.738989165e+01 6.005237082e-04
9.826981369e+01 6.270171028e-04
9.915768587e+01 6.467583409e-04
1.000535800e+02 6.588509898e-04
1.009575686e+02 6.627717855e-04
1.018697247e+02 6.583880048e-04
1.027901223e+02 6.459382098e-04
1.037188356e+02 6.259839448e-04
1.046559400e+02 5.993457697e-04
1.056015111e+02 5.670280109e-04
1.065556255e+02 5.301384213e-04
1.075183603e+02 4.898175930e-04
1.084897935e+02 4.471823290e-04
1.094700037e+02 4.032784895e-04
1.104590701e+02 3.590479085e-04
1.114570727e+02 3.153112703e-04
1.124640924e+02 2.727567363e-04
1.134802105e+02 2.319339848e-04
1.145055093e+02 1.932586793e-04
1.155400717e+02 1.570199185e-04
1.165839814e+02 1.233892573e-04
1.176373229e+02 9.243882197e-05
1.187001814e+02 6.416144809e-05
1.197726429e+02 3.848855241e-05
1.208547941e+02 1.531197422e-05
1.219467226e+02 -5.497877498e-06
1.230485167e+02 -2.408193370e-05
1.241602655e+02 -4.058198878e-05
1.252820591e+02 -5.513585365e-05
1.264139881e+02 -6.787851180e-05
1.275561442e+02 -7.893970317e-05
1.287086196e+02 -8.844522186e-05
1.298715078e+02 -9.652022354e-05
1.310449027e+02 -1.032878011e-04
1.322288993e+02 -1.088723759e-04
1.334235933e+02 -1.134011813e-04
1.346290814e+02 -1.170012253e-04
1.358454612e+02 -1.197992005e-04
1.370728311e+02 -1.219145273e-04
1.383112902e+02 -1.234520845e-04
1.395609390e+02 -1.244986318e-04
1.408218783e+02 -1.251171826e-04
1.420942103e+02 -1.253515023e-04
1.433780378e+02 -1.252327337e-04
1.446734648e+02 -1.247879301e-04
1.459805961e+02 -1.240514143e-04
1.472995373e+02 -1.230659396e-04
1.486303952e+02 -1.218821234e-04
1.499732775e+02 -1.205488934e-04
1.513282928e+02 -1.191021936e-04
1.526955507e+02 -1.175594315e-04
1.540751619e+02 -1.159166693e-04
1.554672379e+02 -1.141596335e-04
1.568718913e+02 -1.122741085e-04
1.582892359e+02 -1.102596606e-04
1.597193863e+02 -1.081339741e-04
1.611624581e+02 -1.059290806e-04
1.626185681e+02 -1.036822983e-04
1.640878342e+02 -1.014237856e-04
1.655703751e+02 -9.917294207e-05
1.670663109e+02 -9.693747958e-05
1.685757625e+02 -9.472255448e-05
1.700988520e+02 -9.253482648e-05
1.716357028e+02 -9.038635325e-05
1.731864391e+02 -8.828784246e-05
1.747511863e+02 -8.624252745e-05
1.763300711e+02 -8.423899474e-05
1.779232212e+02 -8.225384089e-05
1.795307655e+02 -8.025930169e-05
1.811528340e+02 -7.823586676e-05
1.827895580e+02 -7.617949509e-05
1.844410698e+02 -7.410177049e-05
1.861075032e+02 -7.202149505e-05
1.877889928e+02 -6.995577841e-05
1.894856748e+02 -6.791604907e-05
1.911976864e+02 -6.591263167e-05
1.929251660e+02 -6.396242210e-05
1.946682536e+02 -6.209246296e-05
1.964270900e+02 -6.033376201e-05
1.982018175e+02 -5.870845803e-05
1.999925798e+02 -5.721859338e-05
2.017995218e+02 -5.584496762e-05
2.036227895e+02 -5.455697317e-05
2.054625305e+02 -5.332685768e-05
2.073188937e+02 -5.213852262e-05
2.091920292e+02 -5.098548618e-05
2.110820886e+02 -4.986055653e-05
2.129892247e+02 -4.874641986e-05
2.149135919e+02 -4.761595882e-05
2.168553458e+02 -4.644381792e-05
2.188146436e+02 -4.522081686e-05
2.207916437e+02 -4.395911145e-05
2.227865061e+02 -4.268278262e-05
2.247993922e+02 -4.141131680e-05
2.268304648e+02 -4.015011484e-05
2.288798882e+02 -3.889575947e-05
2.309478283e+02 -3.764995225e-05
2.330344522e+02 -3.642829665e-05
2.351399290e+02 -3.525543848e-05
2.372644288e+02 -3.415051160e-05
2.394081235e+02 -3.311475611e-05
2.415711867e+02 -3.213071429e-05
2.437537932e+02 -3.117302460e-05
2.459561196e+02 -3.022229126e-05
2.481783442e+02 -2.927200561e-05
2.504206467e+02 -2.832516389e-05
2.526832084e+02 -2.738686015e-05
2.549662125e+02 -2.646222888e-05
2.572698437e+02 -2.556104126e-05
2.595942883e+02 -2.469964478e-05
2.619397343e+02 -2.389254633e-05
2.643063716e+02 -2.314007304e-05
2.666943915e+02 -2.242660377e-05
2.691039873e+02 -2.173307527e-05
2.715353539e+02 -2.105126541e-05
2.739886880e+02 -2.038638727e-05
2.764641880e+02 -1.974767900e-05
2.789620544e+02 -1.913685805e-05
2.814824890e+02 -1.854436812e-05
2.840256960e+02 -1.795711567e-05
2.865918809e+02 -1.737132876e-05
2.891812513e+02 -1.679655686e-05
2.917940169e+02 -1.624472803e-05
2.944303889e+02 -1.571742283e-05
2.970905807e+02 -1.520805270e-05
2.997748074e+02 -1.471438508e-05
3.024832863e+02 -1.424219107e-05
3.052162363e+02 -1.379569302e-05
3.079738787e+02 -1.337037171e-05
3.107564365e+02 -1.295760483e-05
3.135641348e+02 -1.255278471e-05
3.163972009e+02 -1.215751161e-05
3.192558638e+02 -1.177593404e-05
3.221403548e+02 -1.140792749e-05
3.250509073e+02 -1.104559523e-05
3.279877569e+02 -1.068236199e-05
3.309511410e+02 -1.032590002e-05
3.339412994e+02 -9.991936565e-06
3.369584740e+02 -9.683715321e-06
3.400029089e+02 -9.388529251e-06
3.430748504e+02 -9.095740448e-06
3.461745471e+02 -8.807712981e-06
3.493022496e+02 -8.531845129e-06
3.524582111e+02 -8.269675140e-06
3.556426869e+02 -8.014628715e-06
3.588559345e+02 -7.758026279e-06
3.620982140e+02 -7.500097690e-06
3.653697876e+02 -7.252556417e-06
3.686709200e+02 -7.023065840e-06
3.720018783e+02 -6.803959591e-06
3.753629319e+02 -6.586515411e-06
3.787543528e+02 -6.375369445e-06
3.821764154e+02 -6.177513934e-06
3.856293964e+02 -5.988578913e-06
3.891135753e+02 -5.798667823e-06
3.926292339e+02 -5.604720682e-06
3.961766567e+02 -5.413809962e-06
3.997561305e+02 -5.235156600e-06
4.033679451e+02 -5.068762940e-06
4.070123926e+02 -4.905307016e-06
4.106897678e+02 -4.739944937e-06
4.144003683e+02 -4.580925374e-06
4.181444942e+02 -4.436317668e-06
4.219224484e+02 -4.298396852e-06
4.257345367e+02 -4.154826529e-06
4.295810673e+02 -4.008305369e-06
4.334623515e+02 -3.870299711e-06
4.373787033e+02 -3.742821602e-06
4.413304395e+02 -3.620373712e-06
4.453178798e+02 -3.499741163e-06
4.493413468e+02 -3.381243897e-06
4.534011660e+02 -3.270092299e-06
